,text,airline_sentiment,demoji,cleaned,no_sw,wo_stopfreq,wo_stopfreq_lem
11376,@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care,negative,@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care, i tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we do not care,call customer service line 45 mins...... hold =we,line 45 mins...... =we,line 45 mins...... =we
11377,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks,negative,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks, you see now that is a lie. they auto respond with insulting email. #sucks,lie. auto respond insulting email. #sucks,lie. auto respond insulting email. #sucks,lie. auto respond insulting email. #sucks
11380,@USAirways @FAANews how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218,negative,@USAirways @FAANews how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218, how can i be stuck on a plane due to snow in boston when it is not actually snowing in boston? usair flight 2218 #us2218,stuck plane due snow boston snowing boston? usair flight 2218 #us2218,stuck due snow boston snowing boston? usair 2218 #us2218,stuck due snow boston snowing boston? usair 2218 #us2218
11381,@USAirways I've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering.,negative,@USAirways I've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering., i've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering.,waiting desk 45 hold 36min counting...photo desk agent phone flattering.,waiting desk 45 36min counting...photo desk agent phone flattering.,waiting desk 45 36min counting...photo desk agent phone flattering.
11383,@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...,negative,@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again..., you have cancelled flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...,cancelled flighted flights 5 times past 3 days...and experience worst...never again...,flighted flights 5 times past 3 days...and experience worst...never again...,flighted flights 5 times past 3 days...and experience worst...never again...
11386,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them,negative,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them, i realize the weather but day after day our flights keep getting cancelled flighted. please prioritize you are passengers and help them,realize weather day day flights cancelled flighted. prioritize passengers,realize weather day day flights flighted. prioritize passengers,realize weather day day flights flighted. prioritize passengers
11387,@USAirways how does that help me when I get no response from there??? #usairwayssucks,negative,@USAirways how does that help me when I get no response from there??? #usairwayssucks, how does that help me when i get no response from there??? #usairwayssucks,response there??? #usairwayssucks,response there??? #usairwayssucks,response there??? #usairwayssucks
11388,@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard,negative,@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard,  team is back home but luggage all wet and partly damaged - not happy! #blizzard,team back home luggage wet partly damaged - happy! #blizzard,team back home luggage wet partly damaged - happy! #blizzard,team back home luggage wet partly damaged - happy! #blizzard
11390,@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville,negative,@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville, stop cancelled flighting flights over and over and not provide any real help to your customers. #strandedinnashville,stop cancelled flighting flights provide real customers. #strandedinnashville,stop flighting flights provide real customers. #strandedinnashville,stop flighting flights provide real customers. #strandedinnashville
11391,@USAirways strikes again...lost bags. And two of them. #theworst,negative,@USAirways strikes again...lost bags. And two of them. #theworst, strikes again...lost bags. and two of them. #theworst,strikes again...lost bags. them. #theworst,strikes again...lost bags. them. #theworst,strikes again...lost bags. them. #theworst
11392,@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again,negative,@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again, had 2 cancelled flight my trip to la bc weather was easy but us air is making me pay $200 to use the credit. never again,2 cancelled flight trip weather easy air making pay $200 credit.,trip weather easy air making pay $200 credit.,trip weather easy air making pay $200 credit.
11393,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?,negative,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?, what's the point of a baggage claim ticket if they do not scan it for tracking?,point baggage claim ticket scan tracking?,point baggage claim ticket scan tracking?,point baggage claim ticket scan tracking?
11394,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease,negative,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease, no access to dividend miles and for a week the automated phone keeps telling me to call back late flightr. #frustrated #livepersonplease,access dividend miles week automated phone telling call back late flightr. #frustrated #livepersonplease,access dividend miles week automated phone telling back late flightr. #frustrated #livepersonplease,access dividend miles week automated phone telling back late flightr. #frustrated #livepersonplease
11395,@USAirways you can't even track my bag to see where it is. It's like it's disappeared.,negative,@USAirways you can't even track my bag to see where it is. It's like it's disappeared., you can't even track my bag to see where it is. it's like it is disappeared.,track bag is. disappeared.,track bag is. disappeared.,track bag is. disappeared.
